student_id,program_id,module_id,enrolment_date
S5336,P014,P014_04,2020/11/23
S5337,P014,P014_05,2018/08/02
S5338,P014,P014_06,2019/10/04
S5339,P015,P015_01,2018/12/20
S5340,P015,P015_02,2019/12/12
S5341,P015,P015_03,2022/07/29
S5342,P015,P015_04,2020/04/12
S5343,P015,P015_05,2018/07/25
S5344,P015,P015_06,2022/08/08
S5345,P016,P016_01,2020/07/29
S5346,P016,P016_02,2021/11/02
S5347,P016,P016_03,2021/04/29
S5348,P016,P016_04,2020/09/12
S5349,P016,P016_05,2020/12/24
S5350,P016,P016_06,2022/09/03
S5351,P017,P017_01,2021/05/13
S5352,P017,P017_02,2020/02/10
S5353,P017,P017_03,2020/08/19
S5354,P017,P017_04,2022/10/14
S5355,P017,P017_05,2019/03/24
S5356,P017,P017_06,2024/02/17
S5357,P018,P018_01,2021/08/13
S5358,P018,P018_02,2020/12/04
S5359,P018,P018_03,2023/03/15
S5360,P018,P018_04,2019/05/12
S5361,P018,P018_05,2020/10/03
S5362,P018,P018_06,2022/04/27
S5363,P018,P018_07,2022/05/28
S5364,P018,P018_08,2021/07/04
S5365,P019,P019_01,2021/07/18
S5366,P019,P019_02,2018/08/01
S5367,P019,P019_03,2019/04/17
S5368,P019,P019_04,2019/10/21
S5369,P019,P019_05,2023/08/18
S5370,P020,P020_01,2022/11/06
S5371,P020,P020_02,2023/09/10
S5372,P020,P020_03,2020/02/26
S5373,P020,P020_04,2024/01/16
S5374,P020,P020_05,2023/08/27
S5375,P021,P021_01,2021/05/30
S5376,P021,P021_02,2020/03/24
S5377,P021,P021_03,2022/10/06
S5378,P021,P021_04,2018/08/05
S5379,P021,P021_05,2019/11/24
S5380,P021,P021_06,2022/12/25
S5381,P022,P022_01,2018/12/13
S5382,P022,P022_02,2023/02/12
S5383,P022,P022_03,2023/02/06
S5384,P022,P022_04,2022/03/07
S5385,P022,P022_05,2019/07/28
S5386,P022,P022_06,2021/02/27
S5387,P022,P022_07,2020/02/02
S5388,P022,P022_08,2018/06/14
S5389,P023,P023_01,2020/11/02
S5390,P023,P023_02,2022/08/17
S5391,P023,P023_03,2018/08/08
S5392,P023,P023_04,2019/07/18
S5393,P023,P023_05,2022/12/20
S5394,P023,P023_06,2021/11/11
S5395,P024,P024_01,2019/10/04
S5396,P024,P024_02,2021/03/23
S5397,P024,P024_03,2022/05/31
S5398,P024,P024_04,2019/06/15
S5399,P024,P024_05,2021/11/01
S5400,P024,P024_06,2024/03/16
S5401,P024,P024_07,2018/10/15
S5402,P025,P025_01,2020/09/22
S5403,P025,P025_02,2022/12/27
S5404,P025,P025_03,2019/03/31
S5405,P025,P025_04,2022/01/23
S5406,P025,P025_05,2024/05/16
S5407,P025,P025_06,2021/02/14
S5408,P025,P025_07,2023/04/29
S5409,P026,P026_01,2023/08/12
S5410,P026,P026_02,2019/07/09
S5411,P026,P026_03,2022/02/28
S5412,P026,P026_04,2020/06/09
S5413,P026,P026_05,2022/01/06
S5414,P027,P027_01,2021/07/18
S5415,P027,P027_02,2023/02/11
S5416,P027,P027_03,2023/03/12
S5417,P027,P027_04,2021/03/23
S5418,P027,P027_05,2021/08/23
S5419,P027,P027_06,2020/03/25
S5420,P027,P027_07,2021/11/14
S5421,P027,P027_08,2021/01/11
S5422,P028,P028_01,2021/01/14
S5423,P028,P028_02,2022/08/01
S5424,P028,P028_03,2024/03/18
S5425,P028,P028_04,2019/05/14
S5426,P028,P028_05,2023/04/25
S5427,P028,P028_06,2020/02/26
S5428,P028,P028_07,2019/07/02
S5429,P029,P029_01,2021/01/05
S5430,P029,P029_02,2024/02/08
S5431,P029,P029_03,2018/06/27
S5432,P029,P029_04,2018/11/25
S5433,P029,P029_05,2021/12/23
S5434,P029,P029_06,2023/11/03
S5435,P029,P029_07,2021/07/06
S5436,P029,P029_08,2022/05/11
S5437,P030,P030_01,2020/07/15
S5438,P030,P030_02,2022/10/30
S5439,P030,P030_03,2024/01/18
S5440,P030,P030_04,2022/07/07
S5441,P030,P030_05,2019/08/07
S5442,P031,P031_01,2024/05/31
S5443,P031,P031_02,2023/11/21
S5444,P031,P031_03,2024/05/02
S5445,P031,P031_04,2023/08/31
S5446,P031,P031_05,2019/04/05
S5447,P031,P031_06,2020/03/07
S5448,P032,P032_01,2021/03/17
S5449,P032,P032_02,2024/02/04
S5450,P032,P032_03,2022/03/31
S5451,P032,P032_04,2020/01/19
S5452,P032,P032_05,2020/05/05
S5453,P032,P032_06,2022/01/06
S5454,P032,P032_07,2020/08/21
S5455,P033,P033_01,2019/01/30
S5456,P033,P033_02,2024/04/06
S5457,P033,P033_03,2019/06/02
S5458,P033,P033_04,2020/06/06
S5459,P033,P033_05,2023/06/28
S5460,P033,P033_06,2023/02/08
S5461,P033,P033_07,2023/07/09
S5462,P033,P033_08,2022/11/18
S5463,P034,P034_01,2022/03/22
S5464,P034,P034_02,2024/05/07
S5465,P034,P034_03,2019/07/29
S5466,P034,P034_04,2021/05/26
S5467,P034,P034_05,2020/05/19
S5468,P034,P034_06,2020/04/10
S5469,P035,P035_01,2022/09/26
S5470,P035,P035_02,2019/11/05
S5471,P035,P035_03,2018/09/01
S5472,P035,P035_04,2019/05/05
S5473,P035,P035_05,2018/06/09
S5474,P035,P035_06,2021/05/07
S5475,P036,P036_01,2019/07/10
S5476,P036,P036_02,2023/03/09
S5477,P036,P036_03,2019/03/28
S5478,P036,P036_04,2023/08/11
S5479,P036,P036_05,2020/11/21
S5480,P036,P036_06,2022/09/02
S5481,P036,P036_07,2019/08/28
S5482,P036,P036_08,2018/06/20
S5483,P037,P037_01,2021/04/12
S5484,P037,P037_02,2023/12/01
S5485,P037,P037_03,2023/12/15
S5486,P037,P037_04,2022/04/15
S5487,P037,P037_05,2022/12/31
S5488,P038,P038_01,2020/09/04
S5489,P038,P038_02,2024/04/13
S5490,P038,P038_03,2019/05/26
S5491,P038,P038_04,2022/02/11
S5492,P038,P038_05,2020/12/15
S5493,P038,P038_06,2018/11/14
S5494,P038,P038_07,2019/07/18
S5495,P038,P038_08,2019/08/05
S5496,P039,P039_01,2023/01/01
S5497,P039,P039_02,2023/04/26
S5498,P039,P039_03,2023/09/19
S5499,P039,P039_04,2022/10/12
S5500,P039,P039_05,2023/03/07
S5501,P039,P039_06,2023/02/06
S5502,P040,P040_01,2019/06/06
S5503,P040,P040_02,2021/02/17
S5504,P040,P040_03,2023/06/21
S5505,P040,P040_04,2019/11/07
S5506,P040,P040_05,2021/11/10
S5507,P040,P040_06,2021/08/24
S5508,P041,P041_01,2021/05/27
S5509,P041,P041_02,2023/08/25
S5510,P041,P041_03,2019/08/14
S5511,P041,P041_04,2021/01/20
S5512,P041,P041_05,2020/07/03
S5513,P041,P041_06,2023/01/04
S5514,P041,P041_07,2019/05/17
S5515,P041,P041_08,2024/05/01
S5516,P042,P042_01,2020/03/28
S5517,P042,P042_02,2022/11/29
S5518,P042,P042_03,2023/09/14
S5519,P042,P042_04,2021/07/02
S5520,P042,P042_05,2019/06/28
S5521,P042,P042_06,2023/04/23
S5522,P043,P043_01,2023/10/11
S5523,P043,P043_02,2024/02/02
S5524,P043,P043_03,2020/07/05
S5525,P043,P043_04,2024/03/30
S5526,P043,P043_05,2018/08/26
S5527,P043,P043_06,2021/11/29
S5528,P043,P043_07,2019/02/25
S5529,P043,P043_08,2020/09/06
S5530,P044,P044_01,2021/12/26
S5531,P044,P044_02,2023/01/24
S5532,P044,P044_03,2023/12/15
S5533,P044,P044_04,2018/08/04
S5534,P044,P044_05,2021/01/08
S5535,P044,P044_06,2020/04/25
S5536,P044,P044_07,2021/06/01
S5537,P044,P044_08,2021/10/27
S5538,P045,P045_01,2019/08/18
S5539,P045,P045_02,2021/12/18
S5540,P045,P045_03,2019/06/19
S5541,P045,P045_04,2018/07/25
S5542,P045,P045_05,2021/02/02
S5543,P046,P046_01,2018/08/23
S5544,P046,P046_02,2021/09/15
S5545,P046,P046_03,2020/12/29
S5546,P046,P046_04,2023/02/18
S5547,P046,P046_05,2021/03/02
S5548,P046,P046_06,2019/08/11
S5549,P046,P046_07,2019/12/11
S5550,P047,P047_01,2021/06/25
S5551,P047,P047_02,2018/10/21
S5552,P047,P047_03,2022/03/31
S5553,P047,P047_04,2022/01/19
S5554,P047,P047_05,2020/12/01
S5555,P047,P047_06,2023/11/23
S5556,P047,P047_07,2019/09/02
S5557,P047,P047_08,2023/12/27
S5558,P048,P048_01,2020/06/02
S5559,P048,P048_02,2021/11/26
S5560,P048,P048_03,2022/04/12
S5561,P048,P048_04,2022/10/18
S5562,P048,P048_05,2021/08/16
S5563,P048,P048_06,2021/05/22
S5564,P048,P048_07,2022/12/11
S5565,P049,P049_01,2021/07/03
S5566,P049,P049_02,2019/03/30
S5567,P049,P049_03,2020/05/07
S5568,P049,P049_04,2018/10/02
S5569,P049,P049_05,2022/05/14
S5570,P050,P050_01,2022/09/04
S5571,P050,P050_02,2019/10/17
S5572,P050,P050_03,2019/07/21
S5573,P050,P050_04,2021/02/15
S5574,P050,P050_05,2021/04/04
S5575,P050,P050_06,2022/03/10
S5576,P050,P050_07,2022/06/09
S5577,P001,P001_01,2023/11/08
S5578,P001,P001_02,2024/02/05
S5579,P001,P001_03,2019/08/25
S5580,P001,P001_04,2023/06/30
S5581,P001,P001_05,2019/09/01
S5582,P002,P002_01,2020/08/01
S5583,P002,P002_02,2022/06/19
S5584,P002,P002_03,2023/12/26
S5585,P002,P002_04,2023/10/22
S5586,P002,P002_05,2023/12/02
S5587,P003,P003_01,2022/09/02
S5588,P003,P003_02,2022/03/09
S5589,P003,P003_03,2024/01/28
S5590,P003,P003_04,2023/02/12
S5591,P003,P003_05,2023/11/23
S5592,P004,P004_01,2019/11/16
S5593,P004,P004_02,2023/10/21
S5594,P004,P004_03,2023/01/22
S5595,P004,P004_04,2021/10/14
S5596,P004,P004_05,2024/03/29
S5597,P004,P004_06,2019/10/19
S5598,P004,P004_07,2023/02/23
S5599,P005,P005_01,2018/09/02
S5600,P005,P005_02,2023/11/02
S5601,P005,P005_03,2022/10/17
S5602,P005,P005_04,2021/01/11
S5603,P005,P005_05,2022/01/15
S5604,P005,P005_06,2020/09/17
S5605,P005,P005_07,2022/02/19
S5606,P006,P006_01,2022/11/17
S5607,P006,P006_02,2018/09/21
S5608,P006,P006_03,2020/08/13
S5609,P006,P006_04,2022/05/11
S5610,P006,P006_05,2021/05/09
S5611,P006,P006_06,2021/05/23
S5612,P006,P006_07,2018/07/24
S5613,P006,P006_08,2024/05/06
S5614,P007,P007_01,2021/05/05
S5615,P007,P007_02,2019/03/12
S5616,P007,P007_03,2018/09/05
S5617,P007,P007_04,2018/08/03
S5618,P007,P007_05,2019/01/19
S5619,P008,P008_01,2019/12/17
S5620,P008,P008_02,2018/07/27
S5621,P008,P008_03,2024/01/24
S5622,P008,P008_04,2020/11/27
S5623,P008,P008_05,2021/06/22
S5624,P008,P008_06,2023/10/20
S5625,P009,P009_01,2021/10/04
S5626,P009,P009_02,2022/01/20
S5627,P009,P009_03,2019/10/17
S5628,P009,P009_04,2021/06/22
S5629,P009,P009_05,2022/12/04
S5630,P009,P009_06,2022/12/16
S5631,P009,P009_07,2021/07/30
S5632,P010,P010_01,2021/01/07
S5633,P010,P010_02,2020/06/21
S5634,P010,P010_03,2021/12/07
S5635,P010,P010_04,2020/09/06
S5636,P010,P010_05,2021/07/08
S5637,P010,P010_06,2021/10/08
S5638,P010,P010_07,2021/11/16
S5639,P010,P010_08,2021/03/08
S5640,P011,P011_01,2024/01/02
S5641,P011,P011_02,2018/06/14
S5642,P011,P011_03,2022/10/16
S5643,P011,P011_04,2019/02/16
S5644,P011,P011_05,2020/03/17
S5645,P011,P011_06,2023/06/11
S5646,P011,P011_07,2019/12/09
S5647,P012,P012_01,2024/02/17
S5648,P012,P012_02,2024/03/28
S5649,P012,P012_03,2021/09/05
S5650,P012,P012_04,2022/09/10
S5651,P012,P012_05,2018/12/05
S5652,P012,P012_06,2022/06/27
S5653,P012,P012_07,2020/07/18
S5654,P013,P013_01,2021/04/02
S5655,P013,P013_02,2018/08/29
S5656,P013,P013_03,2022/02/13
S5657,P013,P013_04,2023/01/10
S5658,P013,P013_05,2023/07/05
S5659,P013,P013_06,2021/07/21
S5660,P013,P013_07,2021/01/25
S5661,P014,P014_01,2019/02/22
S5662,P014,P014_02,2024/05/01
S5663,P014,P014_03,2019/04/04
S5664,P014,P014_04,2023/05/15
S5665,P014,P014_05,2021/02/01
S5666,P014,P014_06,2020/07/06
S5667,P015,P015_01,2019/10/05
S5668,P015,P015_02,2024/03/17
S5669,P015,P015_03,2018/10/08
S5670,P015,P015_04,2022/06/19
S5671,P015,P015_05,2021/05/05
S5672,P015,P015_06,2023/10/20
S5673,P016,P016_01,2021/05/21
S5674,P016,P016_02,2020/08/25
S5675,P016,P016_03,2019/07/26
S5676,P016,P016_04,2021/08/05
S5677,P016,P016_05,2020/09/21
S5678,P016,P016_06,2022/06/07
S5679,P017,P017_01,2023/08/25
S5680,P017,P017_02,2018/12/09
S5681,P017,P017_03,2023/08/15
S5682,P017,P017_04,2019/10/08
S5683,P017,P017_05,2021/02/06
S5684,P017,P017_06,2018/09/01
S5685,P018,P018_01,2024/02/03
S5686,P018,P018_02,2021/10/07
S5687,P018,P018_03,2022/07/30
S5688,P018,P018_04,2022/06/12
S5689,P018,P018_05,2024/02/27
S5690,P018,P018_06,2020/10/08
S5691,P018,P018_07,2022/06/06
S5692,P018,P018_08,2019/01/16
S5693,P019,P019_01,2024/05/13
S5694,P019,P019_02,2024/02/05
S5695,P019,P019_03,2022/05/06
S5696,P019,P019_04,2018/11/15
S5697,P019,P019_05,2022/06/01
S5698,P020,P020_01,2019/12/22
S5699,P020,P020_02,2021/11/04
S5700,P020,P020_03,2022/05/09
S5701,P020,P020_04,2019/02/21
S5702,P020,P020_05,2023/10/03
S5703,P021,P021_01,2022/03/21
S5704,P021,P021_02,2023/09/30
S5705,P021,P021_03,2021/05/10
S5706,P021,P021_04,2022/08/04
S5707,P021,P021_05,2019/09/27
S5708,P021,P021_06,2022/03/02
S5709,P022,P022_01,2020/10/26
S5710,P022,P022_02,2024/03/26
S5711,P022,P022_03,2021/08/26
S5712,P022,P022_04,2023/06/04
S5713,P022,P022_05,2019/09/24
S5714,P022,P022_06,2023/09/06
S5715,P022,P022_07,2022/08/05
S5716,P022,P022_08,2020/04/23
S5717,P023,P023_01,2023/09/13
S5718,P023,P023_02,2018/08/05
S5719,P023,P023_03,2019/08/15
S5720,P023,P023_04,2018/10/13
S5721,P023,P023_05,2019/04/12
S5722,P023,P023_06,2018/06/16
S5723,P024,P024_01,2023/02/04
S5724,P024,P024_02,2021/04/13
S5725,P024,P024_03,2018/06/16
S5726,P024,P024_04,2023/06/30
S5727,P024,P024_05,2021/12/15
S5728,P024,P024_06,2020/03/06
S5729,P024,P024_07,2023/07/30
S5730,P025,P025_01,2023/04/13
S5731,P025,P025_02,2022/01/08
S5732,P025,P025_03,2020/01/02
S5733,P025,P025_04,2022/05/17
S5734,P025,P025_05,2019/11/23
S5735,P025,P025_06,2024/01/01
S5736,P025,P025_07,2022/09/10
S5737,P026,P026_01,2018/08/25
S5738,P026,P026_02,2024/04/03
S5739,P026,P026_03,2020/11/15
S5740,P026,P026_04,2021/09/06
S5741,P026,P026_05,2023/04/22
S5742,P027,P027_01,2021/02/09
S5743,P027,P027_02,2021/05/14
S5744,P027,P027_03,2022/02/19
S5745,P027,P027_04,2023/02/13
S5746,P027,P027_05,2023/10/03
S5747,P027,P027_06,2023/11/05
S5748,P027,P027_07,2019/12/26
S5749,P027,P027_08,2018/10/05
S5750,P028,P028_01,2022/04/15
S5751,P028,P028_02,2019/02/18
S5752,P028,P028_03,2019/11/12
S5753,P028,P028_04,2020/12/29
S5754,P028,P028_05,2020/09/30
S5755,P028,P028_06,2023/02/28
S5756,P028,P028_07,2023/04/24
S5757,P029,P029_01,2021/02/02
S5758,P029,P029_02,2018/12/10
S5759,P029,P029_03,2023/04/02
S5760,P029,P029_04,2019/10/17
S5761,P029,P029_05,2023/10/21
S5762,P029,P029_06,2020/05/04
S5763,P029,P029_07,2021/05/24
S5764,P029,P029_08,2022/05/09
S5765,P030,P030_01,2021/02/12
S5766,P030,P030_02,2019/09/05
S5767,P030,P030_03,2023/06/21
S5768,P030,P030_04,2022/09/17
S5769,P030,P030_05,2024/04/11
S5770,P031,P031_01,2019/04/29
S5771,P031,P031_02,2019/09/28
S5772,P031,P031_03,2021/10/04
S5773,P031,P031_04,2024/04/08
S5774,P031,P031_05,2021/09/09
S5775,P031,P031_06,2020/08/18
S5776,P032,P032_01,2024/04/27
S5777,P032,P032_02,2019/03/19
S5778,P032,P032_03,2024/02/27
S5779,P032,P032_04,2022/11/07
S5780,P032,P032_05,2020/01/15
S5781,P032,P032_06,2022/07/02
S5782,P032,P032_07,2021/03/04
S5783,P033,P033_01,2020/07/25
S5784,P033,P033_02,2018/12/29
S5785,P033,P033_03,2022/10/03
S5786,P033,P033_04,2021/03/18
S5787,P033,P033_05,2022/04/09
S5788,P033,P033_06,2021/07/30
S5789,P033,P033_07,2019/01/19
S5790,P033,P033_08,2024/04/12
S5791,P034,P034_01,2020/06/14
S5792,P034,P034_02,2018/10/17
S5793,P034,P034_03,2022/09/15
S5794,P034,P034_04,2018/09/13
S5795,P034,P034_05,2024/01/16
S5796,P034,P034_06,2021/11/17
S5797,P035,P035_01,2020/05/28
S5798,P035,P035_02,2019/09/08
S5799,P035,P035_03,2020/12/01
S5800,P035,P035_04,2020/09/06
S5801,P035,P035_05,2020/02/09
S5802,P035,P035_06,2023/01/30
S5803,P036,P036_01,2019/07/06
S5804,P036,P036_02,2022/11/17
S5805,P036,P036_03,2019/05/28
S5806,P036,P036_04,2019/06/14
S5807,P036,P036_05,2020/09/13
S5808,P036,P036_06,2018/06/17
S5809,P036,P036_07,2023/10/01
S5810,P036,P036_08,2024/05/07
S5811,P037,P037_01,2021/11/25
S5812,P037,P037_02,2022/07/01
S5813,P037,P037_03,2018/12/03
S5814,P037,P037_04,2024/03/25
S5815,P037,P037_05,2024/02/25
S5816,P038,P038_01,2019/05/25
S5817,P038,P038_02,2022/10/07
S5818,P038,P038_03,2024/02/09
S5819,P038,P038_04,2022/09/18
S5820,P038,P038_05,2020/03/28
S5821,P038,P038_06,2021/01/27
S5822,P038,P038_07,2022/07/03
S5823,P038,P038_08,2021/06/01
S5824,P039,P039_01,2021/01/25
S5825,P039,P039_02,2022/01/12
S5826,P039,P039_03,2021/09/20
S5827,P039,P039_04,2023/07/07
S5828,P039,P039_05,2022/01/02
S5829,P039,P039_06,2022/05/05
S5830,P040,P040_01,2020/11/20
S5831,P040,P040_02,2022/07/27
S5832,P040,P040_03,2019/05/19
S5833,P040,P040_04,2022/07/10
S5834,P040,P040_05,2019/06/17
S5835,P040,P040_06,2024/02/12
S5836,P041,P041_01,2022/12/08
S5837,P041,P041_02,2020/07/27
S5838,P041,P041_03,2020/03/23
S5839,P041,P041_04,2018/07/15
S5840,P041,P041_05,2024/04/05
S5841,P041,P041_06,2022/04/20
S5842,P041,P041_07,2019/01/06
S5843,P041,P041_08,2023/10/19
S5844,P042,P042_01,2020/06/23
S5845,P042,P042_02,2023/04/13
S5846,P042,P042_03,2021/06/16
S5847,P042,P042_04,2019/01/29
S5848,P042,P042_05,2019/01/17
S5849,P042,P042_06,2019/05/12
S5850,P043,P043_01,2019/03/14
S5851,P043,P043_02,2021/07/13
S5852,P043,P043_03,2021/06/09
S5853,P043,P043_04,2024/03/02
S5854,P043,P043_05,2021/01/08
S5855,P043,P043_06,2019/08/28
S5856,P043,P043_07,2023/01/04
S5857,P043,P043_08,2022/12/09
S5858,P044,P044_01,2020/04/05
S5859,P044,P044_02,2020/10/20
S5860,P044,P044_03,2020/04/04
S5861,P044,P044_04,2024/04/20
S5862,P044,P044_05,2022/10/13
S5863,P044,P044_06,2020/06/28
S5864,P044,P044_07,2022/01/25
S5865,P044,P044_08,2021/07/14
S5866,P045,P045_01,2023/08/18
S5867,P045,P045_02,2022/02/06
S5868,P045,P045_03,2023/04/05
S5869,P045,P045_04,2019/11/17
S5870,P045,P045_05,2023/03/12
S5871,P046,P046_01,2018/08/08
S5872,P046,P046_02,2020/02/12
S5873,P046,P046_03,2019/04/16
S5874,P046,P046_04,2023/06/30
S5875,P046,P046_05,2023/08/10
S5876,P046,P046_06,2021/01/26
S5877,P046,P046_07,2024/01/04
S5878,P047,P047_01,2023/10/03
S5879,P047,P047_02,2021/02/27
S5880,P047,P047_03,2021/01/08
S5881,P047,P047_04,2019/11/23
S5882,P047,P047_05,2024/01/24
S5883,P047,P047_06,2022/02/13
S5884,P047,P047_07,2023/01/25
S5885,P047,P047_08,2023/06/09
S5886,P048,P048_01,2024/05/31
S5887,P048,P048_02,2021/11/28
S5888,P048,P048_03,2022/09/30
S5889,P048,P048_04,2018/09/26
S5890,P048,P048_05,2021/11/15
S5891,P048,P048_06,2019/11/05
S5892,P048,P048_07,2022/12/01
S5893,P049,P049_01,2018/08/24
S5894,P049,P049_02,2019/01/04
S5895,P049,P049_03,2022/01/09
S5896,P049,P049_04,2022/08/05
S5897,P049,P049_05,2023/06/12
S5898,P050,P050_01,2020/01/11
S5899,P050,P050_02,2019/12/31
S5900,P050,P050_03,2024/02/20
S5901,P050,P050_04,2021/04/05
S5902,P050,P050_05,2021/05/20
S5903,P050,P050_06,2022/02/26
S5904,P050,P050_07,2022/01/23
S5905,P001,P001_01,2022/07/02
S5906,P001,P001_02,2022/09/21
S5907,P001,P001_03,2019/11/13
S5908,P001,P001_04,2021/10/13
S5909,P001,P001_05,2022/03/09
S5910,P002,P002_01,2020/04/14
S5911,P002,P002_02,2021/12/29
S5912,P002,P002_03,2021/05/03
S5913,P002,P002_04,2021/02/21
S5914,P002,P002_05,2019/11/25
S5915,P003,P003_01,2023/05/06
S5916,P003,P003_02,2024/01/27
S5917,P003,P003_03,2023/05/31
S5918,P003,P003_04,2020/08/29
S5919,P003,P003_05,2023/02/27
S5920,P004,P004_01,2018/11/08
S5921,P004,P004_02,2019/03/08
S5922,P004,P004_03,2021/06/27
S5923,P004,P004_04,2018/06/26
S5924,P004,P004_05,2019/03/02
S5925,P004,P004_06,2023/11/28
S5926,P004,P004_07,2018/06/24
S5927,P005,P005_01,2020/09/13
S5928,P005,P005_02,2020/12/24
S5929,P005,P005_03,2022/12/18
S5930,P005,P005_04,2021/12/13
S5931,P005,P005_05,2023/02/27
S5932,P005,P005_06,2021/11/10
S5933,P005,P005_07,2019/07/20
S5934,P006,P006_01,2021/09/03
S5935,P006,P006_02,2024/01/18
S5936,P006,P006_03,2020/04/07
S5937,P006,P006_04,2023/02/01
S5938,P006,P006_05,2023/08/29
S5939,P006,P006_06,2021/05/08
S5940,P006,P006_07,2024/05/26
S5941,P006,P006_08,2018/06/23
S5942,P007,P007_01,2021/05/12
S5943,P007,P007_02,2023/08/24
S5944,P007,P007_03,2022/04/17
S5945,P007,P007_04,2021/03/03
S5946,P007,P007_05,2020/11/05
S5947,P008,P008_01,2022/02/21
S5948,P008,P008_02,2019/03/19
S5949,P008,P008_03,2020/11/14
S5950,P008,P008_04,2022/11/27
S5951,P008,P008_05,2019/03/12
S5952,P008,P008_06,2022/07/27
S5953,P009,P009_01,2022/03/21
S5954,P009,P009_02,2021/08/01
S5955,P009,P009_03,2018/12/17
S5956,P009,P009_04,2022/10/04
S5957,P009,P009_05,2021/07/03
S5958,P009,P009_06,2019/12/29
S5959,P009,P009_07,2022/08/31
S5960,P010,P010_01,2022/07/06
S5961,P010,P010_02,2018/11/11
S5962,P010,P010_03,2018/07/30
S5963,P010,P010_04,2024/02/17
S5964,P010,P010_05,2019/03/26
S5965,P010,P010_06,2023/01/21
S5966,P010,P010_07,2024/04/12
S5967,P010,P010_08,2023/01/06
S5968,P011,P011_01,2018/12/20
S5969,P011,P011_02,2019/02/04
S5970,P011,P011_03,2019/03/27
S5971,P011,P011_04,2019/04/08
S5972,P011,P011_05,2020/05/31
S5973,P011,P011_06,2019/08/07
S5974,P011,P011_07,2018/10/21
S5975,P012,P012_01,2020/10/24
S5976,P012,P012_02,2023/04/23
S5977,P012,P012_03,2020/09/26
S5978,P012,P012_04,2018/10/15
S5979,P012,P012_05,2023/08/19
S5980,P012,P012_06,2019/05/10
S5981,P012,P012_07,2019/03/06
S5982,P013,P013_01,2022/09/11
S5983,P013,P013_02,2020/08/25
S5984,P013,P013_03,2023/07/05
S5985,P013,P013_04,2023/03/31
S5986,P013,P013_05,2023/11/24
S5987,P013,P013_06,2021/11/25
S5988,P013,P013_07,2019/02/27
S5989,P014,P014_01,2019/12/05
S5990,P014,P014_02,2024/05/13
S5991,P014,P014_03,2020/08/01
S5992,P014,P014_04,2020/04/30
S5993,P014,P014_05,2019/02/10
S5994,P014,P014_06,2019/07/27
S5995,P015,P015_01,2022/07/03
S5996,P015,P015_02,2019/08/14
S5997,P015,P015_03,2023/08/24
S5998,P015,P015_04,2021/10/06
S5999,P015,P015_05,2021/06/25
S6000,P015,P015_06,2023/12/22
S6001,P016,P016_01,2022/06/24
S6002,P016,P016_02,2019/10/12
S6003,P016,P016_03,2021/01/08
S6004,P016,P016_04,2019/12/07
S6005,P016,P016_05,2022/04/03
S6006,P016,P016_06,2019/10/30
S6007,P017,P017_01,2020/07/01
S6008,P017,P017_02,2019/04/10
S6009,P017,P017_03,2020/03/07
S6010,P017,P017_04,2019/08/29
S6011,P017,P017_05,2022/09/21
S6012,P017,P017_06,2019/03/27
S6013,P018,P018_01,2020/02/04
S6014,P018,P018_02,2022/09/23
S6015,P018,P018_03,2020/07/22
S6016,P018,P018_04,2022/11/23
S6017,P018,P018_05,2019/11/20
S6018,P018,P018_06,2022/08/01
S6019,P018,P018_07,2021/10/14
S6020,P018,P018_08,2022/03/14
S6021,P019,P019_01,2018/06/17
S6022,P019,P019_02,2024/01/20
S6023,P019,P019_03,2023/01/30
S6024,P019,P019_04,2021/07/12
S6025,P019,P019_05,2023/07/07
S6026,P020,P020_01,2023/02/04
S6027,P020,P020_02,2022/04/13
S6028,P020,P020_03,2022/06/17
S6029,P020,P020_04,2022/04/23
S6030,P020,P020_05,2023/07/13
S6031,P021,P021_01,2020/11/03
S6032,P021,P021_02,2019/08/03
S6033,P021,P021_03,2019/08/06
S6034,P021,P021_04,2019/12/16
S6035,P021,P021_05,2019/06/04
S6036,P021,P021_06,2022/01/24
S6037,P022,P022_01,2022/08/04
S6038,P022,P022_02,2022/05/29
S6039,P022,P022_03,2021/03/04
S6040,P022,P022_04,2024/05/18
S6041,P022,P022_05,2023/10/20
S6042,P022,P022_06,2021/04/07
S6043,P022,P022_07,2023/03/19
S6044,P022,P022_08,2020/10/03
S6045,P023,P023_01,2023/02/09
S6046,P023,P023_02,2023/02/08
S6047,P023,P023_03,2023/05/18
S6048,P023,P023_04,2020/04/02
S6049,P023,P023_05,2024/04/01
S6050,P023,P023_06,2022/12/04
S6051,P024,P024_01,2021/12/11
S6052,P024,P024_02,2024/04/01
S6053,P024,P024_03,2020/05/10
S6054,P024,P024_04,2024/04/07
S6055,P024,P024_05,2019/08/23
S6056,P024,P024_06,2020/09/27
S6057,P024,P024_07,2019/11/03
S6058,P025,P025_01,2021/06/03
S6059,P025,P025_02,2018/09/19
S6060,P025,P025_03,2020/04/21
S6061,P025,P025_04,2020/03/30
S6062,P025,P025_05,2021/10/24
S6063,P025,P025_06,2024/04/06
S6064,P025,P025_07,2019/02/13
S6065,P026,P026_01,2023/03/31
S6066,P026,P026_02,2021/03/16
S6067,P026,P026_03,2023/06/11
S6068,P026,P026_04,2022/11/02
S6069,P026,P026_05,2021/02/26
S6070,P027,P027_01,2022/02/25
