student_id,module_id,past_module_id,grades_past,failed_module_id,grades_failed
S4354,P014_06,P011_05,55,,
S4355,P015_01,P032_01,64,,
S4356,P015_02,P016_06,77,,
S4357,P015_03,P018_08,59,,
S4358,P015_04,P027_01,70,,
S4359,P015_05,P047_02,56,,
S4360,P015_06,P027_03,98,,
S4361,P016_01,P027_01,92,,
S4362,P016_02,P010_08,86,,
S4363,P016_03,P011_04,48,,
S4364,P016_04,P047_01,89,,
S4365,P016_05,P039_04,94,,
S4366,P016_06,P006_08,77,,
S4367,P017_01,P030_01,55,,
S4368,P017_02,P022_06,91,,
S4369,P017_03,P031_05,80,,
S4370,P017_04,P019_05,73,,
S4371,P017_05,P006_06,94,,
S4372,P017_06,P025_06,49,,
S4373,P018_01,P020_04,40,P038_03,17
S4374,P018_02,P041_04,46,,
S4375,P018_03,P042_06,57,,
S4376,P018_04,P033_06,79,,
S4377,P018_05,P010_03,96,,
S4378,P018_06,P041_02,81,,
S4379,P018_07,P013_05,53,,
S4380,P018_08,P048_01,55,,
S4381,P019_01,P032_07,65,,
S4382,P019_02,P042_04,63,,
S4383,P019_03,P022_03,96,,
S4384,P019_04,P045_02,42,P005_06,30
S4385,P019_05,P029_01,65,,
S4386,P020_01,P026_04,76,,
S4387,P020_02,P047_05,68,,
S4388,P020_03,P019_03,93,,
S4389,P020_04,P012_04,42,P005_05,39
S4390,P020_05,P033_05,70,,
S4391,P021_01,P022_02,92,,
S4392,P021_02,P027_04,82,,
S4393,P021_03,P038_02,87,,
S4394,P021_04,P045_05,56,,
S4395,P021_05,P035_03,72,,
S4396,P021_06,P006_03,70,,
S4397,P022_01,P026_03,77,,
S4398,P022_02,P017_03,40,P006_03,15
S4399,P022_03,P023_03,54,,
S4400,P022_04,P021_06,61,,
S4401,P022_05,P036_01,43,,
S4402,P022_06,P033_03,65,,
S4403,P022_07,P008_04,79,,
S4404,P022_08,P008_03,66,,
S4405,P023_01,P048_03,42,P041_05,35
S4406,P023_02,P010_01,55,,
S4407,P023_03,P031_03,100,,
S4408,P023_04,P022_01,81,,
S4409,P023_05,P036_01,72,,
S4410,P023_06,P036_07,89,,
S4411,P024_01,P025_03,81,,
S4412,P024_02,P027_06,47,,
S4413,P024_03,P018_05,84,,
S4414,P024_04,P044_01,96,,
S4415,P024_05,P047_08,59,,
S4416,P024_06,P017_02,88,,
S4417,P024_07,P049_04,44,,
S4418,P025_01,P047_02,90,,
S4419,P025_02,P026_02,75,,
S4420,P025_03,P045_03,86,,
S4421,P025_04,P031_01,96,,
S4422,P025_05,P024_01,44,,
S4423,P025_06,P044_04,40,P047_02,10
S4424,P025_07,P009_07,87,,
S4425,P026_01,P032_07,93,,
S4426,P026_02,P016_02,76,,
S4427,P026_03,P031_04,52,,
S4428,P026_04,P040_03,56,,
S4429,P026_05,P048_06,70,,
S4430,P027_01,P032_06,75,,
S4431,P027_02,P032_03,59,,
S4432,P027_03,P037_02,86,,
S4433,P027_04,P042_01,61,,
S4434,P027_05,P001_04,83,,
S4435,P027_06,P019_02,76,,
S4436,P027_07,P001_02,50,,
S4437,P027_08,P018_04,60,,
S4438,P028_01,P001_05,40,P002_02,32
S4439,P028_02,P010_07,77,,
S4440,P028_03,P033_01,46,,
S4441,P028_04,P022_04,56,,
S4442,P028_05,P031_04,76,,
S4443,P028_06,P031_02,52,,
S4444,P028_07,P044_02,44,,
S4445,P029_01,P002_05,78,,
S4446,P029_02,P048_04,42,P044_05,13
S4447,P029_03,P044_04,82,,
S4448,P029_04,P048_01,75,,
S4449,P029_05,P025_04,77,,
S4450,P029_06,P041_04,49,,
S4451,P029_07,P040_01,71,,
S4452,P029_08,P046_03,78,,
S4453,P030_01,P021_06,52,,
S4454,P030_02,P038_08,72,,
S4455,P030_03,P007_03,98,,
S4456,P030_04,P026_01,92,,
S4457,P030_05,P028_02,86,,
S4458,P031_01,P036_08,100,,
S4459,P031_02,P040_05,88,,
S4460,P031_03,P048_07,86,,
S4461,P031_04,P031_03,88,,
S4462,P031_05,P038_02,62,,
S4463,P031_06,P020_03,80,,
S4464,P032_01,P014_06,78,,
S4465,P032_02,P021_03,100,,
S4466,P032_03,P020_03,85,,
S4467,P032_04,P042_02,77,,
S4468,P032_05,P015_05,45,,
S4469,P032_06,P034_01,50,,
S4470,P032_07,P046_06,97,,
S4471,P033_01,P026_01,73,,
S4472,P033_02,P023_06,75,,
S4473,P033_03,P036_08,71,,
S4474,P033_04,P001_05,91,,
S4475,P033_05,P014_04,87,,
S4476,P033_06,P012_01,50,,
S4477,P033_07,P013_01,62,,
S4478,P033_08,P024_02,50,,
S4479,P034_01,P014_01,62,,
S4480,P034_02,P019_03,63,,
S4481,P034_03,P040_01,52,,
S4482,P034_04,P010_01,64,,
S4483,P034_05,P048_01,93,,
S4484,P034_06,P041_04,48,,
S4485,P035_01,P040_01,79,,
S4486,P035_02,P017_03,58,,
S4487,P035_03,P026_04,70,,
S4488,P035_04,P049_03,100,,
S4489,P035_05,P027_04,78,,
S4490,P035_06,P040_04,52,,
S4491,P036_01,P045_01,90,,
S4492,P036_02,P025_02,46,,
S4493,P036_03,P029_07,91,,
S4494,P036_04,P034_05,42,P001_03,27
S4495,P036_05,P019_05,46,,
S4496,P036_06,P019_04,73,,
S4497,P036_07,P015_02,46,,
S4498,P036_08,P006_08,59,,
S4499,P037_01,P019_03,46,,
S4500,P037_02,P032_04,75,,
S4501,P037_03,P019_03,68,,
S4502,P037_04,P011_06,85,,
S4503,P037_05,P041_01,65,,
S4504,P038_01,P024_05,94,,
S4505,P038_02,P009_05,100,,
S4506,P038_03,P043_08,63,,
S4507,P038_04,P005_05,66,,
S4508,P038_05,P008_01,98,,
S4509,P038_06,P019_01,50,,
S4510,P038_07,P025_05,44,,
S4511,P038_08,P041_04,51,,
S4512,P039_01,P026_02,58,,
S4513,P039_02,P036_07,92,,
S4514,P039_03,P006_03,68,,
S4515,P039_04,P039_05,64,,
S4516,P039_05,P046_02,45,,
S4517,P039_06,P009_06,40,P048_06,36
S4518,P040_01,P009_03,89,,
S4519,P040_02,P009_05,95,,
S4520,P040_03,P019_01,98,,
S4521,P040_04,P025_05,52,,
S4522,P040_05,P010_02,47,,
S4523,P040_06,P021_05,77,,
S4524,P041_01,P018_06,95,,
S4525,P041_02,P002_02,99,,
S4526,P041_03,P040_01,72,,
S4527,P041_04,P044_02,99,,
S4528,P041_05,P016_04,41,P007_05,33
S4529,P041_06,P007_01,45,,
S4530,P041_07,P026_04,55,,
S4531,P041_08,P019_01,42,P043_03,14
S4532,P042_01,P031_01,85,,
S4533,P042_02,P023_02,88,,
S4534,P042_03,P037_01,58,,
S4535,P042_04,P049_05,71,,
S4536,P042_05,P010_03,45,,
S4537,P042_06,P027_04,48,,
S4538,P043_01,P048_04,64,,
S4539,P043_02,P012_02,98,,
S4540,P043_03,P009_03,50,,
S4541,P043_04,P036_04,44,,
S4542,P043_05,P003_04,97,,
S4543,P043_06,P006_02,97,,
S4544,P043_07,P018_04,89,,
S4545,P043_08,P039_05,91,,
S4546,P044_01,P029_03,73,,
S4547,P044_02,P006_06,46,,
S4548,P044_03,P007_01,61,,
S4549,P044_04,P045_03,63,,
S4550,P044_05,P036_05,85,,
S4551,P044_06,P015_05,57,,
S4552,P044_07,P018_07,88,,
S4553,P044_08,P027_03,68,,
S4554,P045_01,P004_02,69,,
S4555,P045_02,P024_04,62,,
S4556,P045_03,P041_04,82,,
S4557,P045_04,P011_01,55,,
S4558,P045_05,P044_01,50,,
S4559,P046_01,P049_02,69,,
S4560,P046_02,P016_06,42,P002_02,20
S4561,P046_03,P042_05,68,,
S4562,P046_04,P020_01,84,,
S4563,P046_05,P014_01,52,,
S4564,P046_06,P010_06,85,,
S4565,P046_07,P018_03,90,,
S4566,P047_01,P009_04,70,,
S4567,P047_02,P040_04,71,,
S4568,P047_03,P019_05,56,,
S4569,P047_04,P025_03,49,,
S4570,P047_05,P022_02,72,,
S4571,P047_06,P029_02,42,P042_01,30
S4572,P047_07,P012_04,56,,
S4573,P047_08,P016_01,98,,
S4574,P048_01,P016_04,70,,
S4575,P048_02,P001_01,43,P003_02,11
S4576,P048_03,P044_04,62,,
S4577,P048_04,P003_04,49,,
S4578,P048_05,P040_04,48,,
S4579,P048_06,P022_07,90,,
S4580,P048_07,P049_05,52,,
S4581,P049_01,P045_03,62,,
S4582,P049_02,P006_03,90,,
S4583,P049_03,P040_05,49,,
S4584,P049_04,P033_06,45,,
S4585,P049_05,P013_07,62,,
S4586,P050_01,P014_04,95,,
S4587,P050_02,P012_07,49,,
S4588,P050_03,P022_03,51,,
S4589,P050_04,P023_01,67,,
S4590,P050_05,P023_02,100,,
S4591,P050_06,P013_06,90,,
S4592,P050_07,P037_01,92,,
S4593,P001_01,P022_04,67,,
S4594,P001_02,P018_06,90,,
S4595,P001_03,P010_05,70,,
S4596,P001_04,P016_02,85,,
S4597,P001_05,P024_06,97,,
S4598,P002_01,P002_02,53,,
S4599,P002_02,P048_02,92,,
S4600,P002_03,P005_07,62,,
S4601,P002_04,P007_05,71,,
S4602,P002_05,P040_04,40,P006_07,26
S4603,P003_01,P008_06,40,P043_05,38
S4604,P003_02,P042_03,42,P048_06,20
S4605,P003_03,P001_01,80,,
S4606,P003_04,P042_04,90,,
S4607,P003_05,P036_02,57,,
S4608,P004_01,P031_06,61,,
S4609,P004_02,P014_03,83,,
S4610,P004_03,P005_07,60,,
S4611,P004_04,P046_07,91,,
S4612,P004_05,P029_05,58,,
S4613,P004_06,P040_03,100,,
S4614,P004_07,P009_03,50,,
S4615,P005_01,P033_02,44,,
S4616,P005_02,P011_02,50,,
S4617,P005_03,P029_06,74,,
S4618,P005_04,P040_06,96,,
S4619,P005_05,P005_02,77,,
S4620,P005_06,P009_04,68,,
S4621,P005_07,P024_03,61,,
S4622,P006_01,P026_02,74,,
S4623,P006_02,P012_06,82,,
S4624,P006_03,P039_01,96,,
S4625,P006_04,P018_04,63,,
S4626,P006_05,P046_07,95,,
S4627,P006_06,P023_04,49,,
S4628,P006_07,P029_01,83,,
S4629,P006_08,P001_03,94,,
S4630,P007_01,P045_04,41,P008_04,23
S4631,P007_02,P033_03,80,,
S4632,P007_03,P047_06,81,,
S4633,P007_04,P025_05,69,,
S4634,P007_05,P028_05,50,,
S4635,P008_01,P035_06,95,,
S4636,P008_02,P033_05,71,,
S4637,P008_03,P019_04,68,,
S4638,P008_04,P024_01,78,,
S4639,P008_05,P040_02,64,,
S4640,P008_06,P045_04,69,,
S4641,P009_01,P047_06,71,,
S4642,P009_02,P046_06,76,,
S4643,P009_03,P048_05,53,,
S4644,P009_04,P038_01,79,,
S4645,P009_05,P038_07,47,,
S4646,P009_06,P025_04,44,,
S4647,P009_07,P022_08,64,,
S4648,P010_01,P010_02,44,,
S4649,P010_02,P032_02,48,,
S4650,P010_03,P005_02,77,,
S4651,P010_04,P018_07,100,,
S4652,P010_05,P048_01,44,,
S4653,P010_06,P035_04,43,,
S4654,P010_07,P041_01,88,,
S4655,P010_08,P030_02,70,,
S4656,P011_01,P007_01,55,,
S4657,P011_02,P014_01,96,,
S4658,P011_03,P016_06,85,,
S4659,P011_04,P023_03,97,,
S4660,P011_05,P015_06,47,,
S4661,P011_06,P036_03,81,,
S4662,P011_07,P035_02,82,,
S4663,P012_01,P046_02,61,,
S4664,P012_02,P041_01,61,,
S4665,P012_03,P011_02,81,,
S4666,P012_04,P028_04,49,,
S4667,P012_05,P010_08,59,,
S4668,P012_06,P041_08,45,,
S4669,P012_07,P049_03,98,,
S4670,P013_01,P038_06,79,,
S4671,P013_02,P043_08,46,,
S4672,P013_03,P027_03,40,P038_05,10
S4673,P013_04,P006_03,40,P042_05,11
S4674,P013_05,P029_08,77,,
S4675,P013_06,P037_02,46,,
S4676,P013_07,P024_03,80,,
S4677,P014_01,P031_03,97,,
S4678,P014_02,P030_03,63,,
S4679,P014_03,P036_06,54,,
S4680,P014_04,P036_02,61,,
S4681,P014_05,P010_07,47,,
S4682,P014_06,P001_04,52,,
S4683,P015_01,P037_01,97,,
S4684,P015_02,P028_01,40,P004_06,18
S4685,P015_03,P004_01,61,,
S4686,P015_04,P008_04,43,P049_04,32
S4687,P015_05,P010_05,82,,
S4688,P015_06,P043_06,43,,
S4689,P016_01,P010_08,41,P049_02,16
S4690,P016_02,P009_02,60,,
S4691,P016_03,P033_08,87,,
S4692,P016_04,P007_05,58,,
S4693,P016_05,P046_07,63,,
S4694,P016_06,P049_07,100,,
S4695,P017_01,P045_02,54,,
S4696,P017_02,P044_08,79,,
S4697,P017_03,P047_02,93,,
S4698,P017_04,P007_02,98,,
S4699,P017_05,P043_05,63,,
S4700,P017_06,P029_08,42,P040_02,29
S4701,P018_01,P021_02,48,,
S4702,P018_02,P017_06,77,,
S4703,P018_03,P009_07,59,,
S4704,P018_04,P005_02,84,,
S4705,P018_05,P008_06,53,,
S4706,P018_06,P038_08,51,,
S4707,P018_07,P008_03,55,,
S4708,P018_08,P044_01,90,,
S4709,P019_01,P012_04,48,,
S4710,P019_02,P022_04,55,,
S4711,P019_03,P017_06,91,,
S4712,P019_04,P004_06,93,,
S4713,P019_05,P035_06,49,,
S4714,P020_01,P012_02,48,,
S4715,P020_02,P018_08,77,,
S4716,P020_03,P021_05,43,,
S4717,P020_04,P026_03,51,,
S4718,P020_05,P013_01,48,,
S4719,P021_01,P010_06,95,,
S4720,P021_02,P008_01,59,,
S4721,P021_03,P041_07,89,,
S4722,P021_04,P004_04,44,,
S4723,P021_05,P027_01,86,,
S4724,P021_06,P007_01,51,,
S4725,P022_01,P002_04,54,,
S4726,P022_02,P018_05,47,,
S4727,P022_03,P024_04,94,,
S4728,P022_04,P011_03,96,,
S4729,P022_05,P021_04,49,,
S4730,P022_06,P031_03,88,,
S4731,P022_07,P002_05,50,,
S4732,P022_08,P023_05,45,,
S4733,P023_01,P044_04,55,,
S4734,P023_02,P023_05,56,,
S4735,P023_03,P021_06,75,,
S4736,P023_04,P037_03,78,,
S4737,P023_05,P035_02,46,,
S4738,P023_06,P018_01,47,,
S4739,P024_01,P042_05,81,,
S4740,P024_02,P040_04,99,,
S4741,P024_03,P006_07,58,,
S4742,P024_04,P033_04,95,,
S4743,P024_05,P017_05,76,,
S4744,P024_06,P029_08,40,P037_04,38
S4745,P024_07,P047_02,63,,
S4746,P025_01,P044_03,61,,
S4747,P025_02,P043_07,71,,
S4748,P025_03,P024_01,78,,
S4749,P025_04,P043_08,64,,
S4750,P025_05,P006_05,67,,
S4751,P025_06,P049_06,77,,
S4752,P025_07,P041_08,62,,
S4753,P026_01,P025_04,43,,
S4754,P026_02,P016_02,99,,
S4755,P026_03,P004_06,65,,
S4756,P026_04,P043_05,58,,
S4757,P026_05,P022_05,71,,
S4758,P027_01,P006_08,75,,
S4759,P027_02,P028_06,89,,
S4760,P027_03,P028_05,78,,
S4761,P027_04,P009_02,52,,
S4762,P027_05,P016_02,49,,
S4763,P027_06,P013_02,69,,
S4764,P027_07,P009_04,98,,
S4765,P027_08,P018_05,67,,
S4766,P028_01,P032_06,51,,
S4767,P028_02,P007_01,84,,
S4768,P028_03,P003_05,68,,
S4769,P028_04,P018_04,100,,
S4770,P028_05,P026_01,60,,
S4771,P028_06,P036_02,44,,
S4772,P028_07,P031_05,41,P042_03,32
S4773,P029_01,P018_03,79,,
S4774,P029_02,P020_01,57,,
S4775,P029_03,P034_02,58,,
S4776,P029_04,P009_02,93,,
S4777,P029_05,P029_07,91,,
S4778,P029_06,P021_06,89,,
S4779,P029_07,P025_03,84,,
S4780,P029_08,P037_04,64,,
S4781,P030_01,P044_03,68,,
S4782,P030_02,P029_04,75,,
S4783,P030_03,P009_04,98,,
S4784,P030_04,P042_02,58,,
S4785,P030_05,P043_04,72,,
S4786,P031_01,P027_01,94,,
S4787,P031_02,P029_03,98,,
S4788,P031_03,P022_01,92,,
S4789,P031_04,P044_04,67,,
S4790,P031_05,P004_03,82,,
S4791,P031_06,P036_01,45,,
S4792,P032_01,P047_01,77,,
S4793,P032_02,P015_05,41,P047_05,32
S4794,P032_03,P048_07,57,,
S4795,P032_04,P027_06,81,,
S4796,P032_05,P032_02,88,,
S4797,P032_06,P017_04,45,,
S4798,P032_07,P043_04,84,,
S4799,P033_01,P048_04,44,,
S4800,P033_02,P028_06,57,,
S4801,P033_03,P034_05,62,,
S4802,P033_04,P009_04,67,,
S4803,P033_05,P006_05,73,,
S4804,P033_06,P021_06,45,,
S4805,P033_07,P004_06,55,,
S4806,P033_08,P040_03,82,,
S4807,P034_01,P043_07,70,,
S4808,P034_02,P032_05,100,,
S4809,P034_03,P024_05,66,,
S4810,P034_04,P017_02,95,,
S4811,P034_05,P006_01,84,,
S4812,P034_06,P048_06,61,,
S4813,P035_01,P043_07,75,,
S4814,P035_02,P046_03,88,,
S4815,P035_03,P011_02,43,,
S4816,P035_04,P047_07,61,,
S4817,P035_05,P030_02,92,,
S4818,P035_06,P046_05,57,,
S4819,P036_01,P017_04,83,,
S4820,P036_02,P043_03,42,P004_04,35
S4821,P036_03,P023_01,46,,
S4822,P036_04,P047_02,42,P002_02,26
S4823,P036_05,P013_01,46,,
S4824,P036_06,P019_02,75,,
S4825,P036_07,P023_01,81,,
S4826,P036_08,P010_03,56,,
S4827,P037_01,P001_03,40,P044_08,21
S4828,P037_02,P030_01,49,,
S4829,P037_03,P003_03,49,,
S4830,P037_04,P043_02,80,,
S4831,P037_05,P043_05,85,,
S4832,P038_01,P029_08,92,,
S4833,P038_02,P049_02,56,,
S4834,P038_03,P014_04,75,,
S4835,P038_04,P042_03,51,,
S4836,P038_05,P024_04,47,,
S4837,P038_06,P022_02,49,,
S4838,P038_07,P013_04,90,,
S4839,P038_08,P016_04,56,,
S4840,P039_01,P048_02,96,,
S4841,P039_02,P038_08,87,,
S4842,P039_03,P015_01,83,,
S4843,P039_04,P032_06,46,,
S4844,P039_05,P033_06,50,,
S4845,P039_06,P007_02,49,,
S4846,P040_01,P044_01,61,,
S4847,P040_02,P031_01,54,,
S4848,P040_03,P043_02,60,,
S4849,P040_04,P029_08,53,,
S4850,P040_05,P039_02,59,,
S4851,P040_06,P033_03,46,,
S4852,P041_01,P018_05,51,,
S4853,P041_02,P022_04,73,,
S4854,P041_03,P032_04,55,,
S4855,P041_04,P023_01,68,,
S4856,P041_05,P008_06,79,,
S4857,P041_06,P014_05,41,P008_02,20
S4858,P041_07,P043_05,47,,
S4859,P041_08,P035_03,87,,
S4860,P042_01,P005_06,73,,
S4861,P042_02,P020_02,42,P006_06,28
S4862,P042_03,P041_08,86,,
S4863,P042_04,P042_02,86,,
S4864,P042_05,P022_05,66,,
S4865,P042_06,P001_05,77,,
S4866,P043_01,P045_01,79,,
S4867,P043_02,P041_01,80,,
S4868,P043_03,P037_02,45,,
S4869,P043_04,P018_06,84,,
S4870,P043_05,P041_05,94,,
S4871,P043_06,P028_04,98,,
S4872,P043_07,P010_02,59,,
S4873,P043_08,P024_05,61,,
S4874,P044_01,P037_01,94,,
S4875,P044_02,P040_05,96,,
S4876,P044_03,P036_05,60,,
S4877,P044_04,P043_07,77,,
S4878,P044_05,P011_06,55,,
S4879,P044_06,P034_03,70,,
S4880,P044_07,P037_04,63,,
S4881,P044_08,P020_02,46,,
S4882,P045_01,P044_01,99,,
S4883,P045_02,P032_02,48,,
S4884,P045_03,P004_02,77,,
S4885,P045_04,P022_08,69,,
S4886,P045_05,P031_04,50,,
S4887,P046_01,P027_06,48,,
S4888,P046_02,P026_03,87,,
S4889,P046_03,P023_01,99,,
S4890,P046_04,P008_03,82,,
S4891,P046_05,P046_02,75,,
S4892,P046_06,P001_04,53,,
S4893,P046_07,P018_08,62,,
S4894,P047_01,P025_01,69,,
S4895,P047_02,P010_04,95,,
S4896,P047_03,P004_05,66,,
S4897,P047_04,P012_01,74,,
S4898,P047_05,P048_03,81,,
S4899,P047_06,P015_05,58,,
S4900,P047_07,P004_07,95,,
S4901,P047_08,P040_06,100,,
S4902,P048_01,P049_05,81,,
S4903,P048_02,P022_04,58,,
S4904,P048_03,P021_02,95,,
S4905,P048_04,P030_01,81,,
S4906,P048_05,P006_06,86,,
S4907,P048_06,P007_04,78,,
S4908,P048_07,P006_07,57,,
S4909,P049_01,P008_04,50,,
S4910,P049_02,P042_03,100,,
S4911,P049_03,P035_05,89,,
S4912,P049_04,P023_01,87,,
S4913,P049_05,P044_05,96,,
S4914,P050_01,P045_02,71,,
S4915,P050_02,P006_08,41,P044_01,34
S4916,P050_03,P047_06,82,,
S4917,P050_04,P049_04,94,,
S4918,P050_05,P036_04,92,,
S4919,P050_06,P012_02,49,,
S4920,P050_07,P028_06,69,,
S4921,P001_01,P041_06,75,,
S4922,P001_02,P032_02,61,,
S4923,P001_03,P029_03,74,,
S4924,P001_04,P040_05,80,,
S4925,P001_05,P015_01,64,,
S4926,P002_01,P033_08,81,,
S4927,P002_02,P035_03,68,,
S4928,P002_03,P035_03,55,,
S4929,P002_04,P011_06,87,,
S4930,P002_05,P038_05,80,,
S4931,P003_01,P036_06,89,,
S4932,P003_02,P041_02,55,,
S4933,P003_03,P036_06,84,,
S4934,P003_04,P008_04,60,,
S4935,P003_05,P002_03,52,,
S4936,P004_01,P010_04,48,,
S4937,P004_02,P024_06,94,,
S4938,P004_03,P001_02,83,,
S4939,P004_04,P018_04,66,,
S4940,P004_05,P043_04,46,,
S4941,P004_06,P047_07,100,,
S4942,P004_07,P043_08,59,,
S4943,P005_01,P043_03,43,,
S4944,P005_02,P014_02,86,,
S4945,P005_03,P041_02,51,,
S4946,P005_04,P012_03,97,,
S4947,P005_05,P027_04,78,,
S4948,P005_06,P023_05,99,,
S4949,P005_07,P044_04,46,,
S4950,P006_01,P033_01,58,,
S4951,P006_02,P038_01,95,,
S4952,P006_03,P011_02,93,,
S4953,P006_04,P021_01,90,,
S4954,P006_05,P020_03,75,,
S4955,P006_06,P004_04,72,,
S4956,P006_07,P041_07,66,,
S4957,P006_08,P019_01,59,,
S4958,P007_01,P025_07,59,,
S4959,P007_02,P015_05,93,,
S4960,P007_03,P044_02,81,,
S4961,P007_04,P008_02,66,,
S4962,P007_05,P005_06,83,,
S4963,P008_01,P004_05,41,P040_03,32
S4964,P008_02,P034_01,97,,
S4965,P008_03,P046_05,79,,
S4966,P008_04,P030_05,98,,
S4967,P008_05,P005_06,64,,
S4968,P008_06,P004_01,59,,
S4969,P009_01,P033_03,41,P043_06,18
S4970,P009_02,P027_03,91,,
S4971,P009_03,P030_04,91,,
S4972,P009_04,P010_06,55,,
S4973,P009_05,P037_03,86,,
S4974,P009_06,P007_05,58,,
S4975,P009_07,P032_03,62,,
S4976,P010_01,P033_07,40,P005_07,32
S4977,P010_02,P025_07,41,P046_07,14
S4978,P010_03,P007_01,49,,
S4979,P010_04,P005_04,60,,
S4980,P010_05,P021_03,67,,
S4981,P010_06,P022_02,42,P040_03,18
S4982,P010_07,P029_01,77,,
S4983,P010_08,P001_03,87,,
S4984,P011_01,P018_02,47,,
S4985,P011_02,P032_06,74,,
S4986,P011_03,P043_04,62,,
S4987,P011_04,P008_03,43,P043_08,33
S4988,P011_05,P009_07,69,,
S4989,P011_06,P041_02,80,,
S4990,P011_07,P042_04,60,,
S4991,P012_01,P032_06,56,,
S4992,P012_02,P016_01,70,,
S4993,P012_03,P008_03,98,,
S4994,P012_04,P034_01,79,,
S4995,P012_05,P004_02,95,,
S4996,P012_06,P022_08,66,,
S4997,P012_07,P008_03,60,,
S4998,P013_01,P034_04,89,,
S4999,P013_02,P003_05,68,,
S5000,P013_03,P007_03,70,,
S5001,P013_04,P022_04,76,,
S5002,P013_05,P021_04,89,,
S5003,P013_06,P042_01,56,,
S5004,P013_07,P019_05,50,,
S5005,P014_01,P035_06,62,,
S5006,P014_02,P005_03,66,,
S5007,P014_03,P030_03,76,,
S5008,P014_04,P044_08,73,,
S5009,P014_05,P028_06,82,,
S5010,P014_06,P030_02,44,,
S5011,P015_01,P033_03,69,,
S5012,P015_02,P036_05,51,,
S5013,P015_03,P004_07,70,,
S5014,P015_04,P006_01,75,,
S5015,P015_05,P016_02,47,,
S5016,P015_06,P028_07,81,,
S5017,P016_01,P005_07,42,P049_05,17
S5018,P016_02,P011_01,43,,
S5019,P016_03,P027_05,77,,
S5020,P016_04,P026_01,53,,
S5021,P016_05,P033_05,64,,
S5022,P016_06,P019_01,66,,
S5023,P017_01,P018_02,47,,
S5024,P017_02,P014_03,46,,
S5025,P017_03,P001_04,41,P038_08,38
S5026,P017_04,P041_04,49,,
S5027,P017_05,P044_01,98,,
S5028,P017_06,P040_01,49,,
S5029,P018_01,P021_05,69,,
S5030,P018_02,P047_02,48,,
S5031,P018_03,P024_04,66,,
S5032,P018_04,P012_06,43,,
S5033,P018_05,P005_05,85,,
S5034,P018_06,P012_06,41,P006_04,37
S5035,P018_07,P012_04,71,,
S5036,P018_08,P030_03,74,,
S5037,P019_01,P022_03,41,P044_08,15
S5038,P019_02,P037_02,93,,
S5039,P019_03,P001_05,48,,
S5040,P019_04,P027_06,82,,
S5041,P019_05,P040_06,80,,
S5042,P020_01,P037_01,53,,
S5043,P020_02,P007_01,94,,
S5044,P020_03,P025_05,95,,
S5045,P020_04,P026_03,100,,
S5046,P020_05,P044_05,84,,
S5047,P021_01,P023_01,65,,
S5048,P021_02,P005_07,44,,
S5049,P021_03,P028_03,49,,
S5050,P021_04,P018_04,96,,
S5051,P021_05,P005_06,93,,
S5052,P021_06,P018_06,82,,
S5053,P022_01,P006_08,74,,
S5054,P022_02,P023_06,84,,
S5055,P022_03,P047_06,77,,
S5056,P022_04,P002_05,63,,
S5057,P022_05,P004_03,50,,
S5058,P022_06,P013_05,88,,
S5059,P022_07,P049_02,74,,
S5060,P022_08,P005_02,69,,
S5061,P023_01,P005_01,42,P047_05,22
S5062,P023_02,P003_02,46,,
S5063,P023_03,P024_06,51,,
S5064,P023_04,P018_02,57,,
S5065,P023_05,P015_04,80,,
S5066,P023_06,P011_01,75,,
S5067,P024_01,P011_03,64,,
S5068,P024_02,P016_05,93,,
S5069,P024_03,P015_06,98,,
S5070,P024_04,P044_07,73,,
S5071,P024_05,P036_05,74,,
S5072,P024_06,P010_06,91,,
S5073,P024_07,P037_05,88,,
S5074,P025_01,P022_05,67,,
S5075,P025_02,P009_05,84,,
S5076,P025_03,P049_02,40,P043_03,16
S5077,P025_04,P017_04,100,,
S5078,P025_05,P031_02,59,,
S5079,P025_06,P022_08,63,,
S5080,P025_07,P043_05,42,P040_05,23
S5081,P026_01,P031_06,72,,
S5082,P026_02,P016_02,60,,
S5083,P026_03,P006_07,84,,
S5084,P026_04,P025_01,99,,
S5085,P026_05,P012_01,80,,
S5086,P027_01,P035_05,70,,
S5087,P027_02,P048_01,42,P039_01,18
S5088,P027_03,P005_07,63,,
S5089,P027_04,P028_06,81,,
S5090,P027_05,P006_01,64,,
S5091,P027_06,P047_02,83,,
S5092,P027_07,P030_05,47,,
S5093,P027_08,P023_01,79,,
S5094,P028_01,P043_02,45,,
S5095,P028_02,P028_05,48,,
S5096,P028_03,P048_06,85,,
S5097,P028_04,P019_02,87,,
S5098,P028_05,P007_01,67,,
S5099,P028_06,P047_08,55,,
S5100,P028_07,P043_02,72,,
S5101,P029_01,P017_04,69,,
S5102,P029_02,P014_04,57,,
S5103,P029_03,P006_05,83,,
S5104,P029_04,P048_02,67,,
S5105,P029_05,P049_02,91,,
S5106,P029_06,P007_01,50,,
S5107,P029_07,P010_05,76,,
S5108,P029_08,P041_07,100,,
S5109,P030_01,P012_01,52,,
S5110,P030_02,P037_02,60,,
S5111,P030_03,P026_05,90,,
S5112,P030_04,P001_05,81,,
S5113,P030_05,P023_01,96,,
S5114,P031_01,P006_06,98,,
S5115,P031_02,P009_06,98,,
